Id,SalePrice
1461,124971.39100171355
1462,152433.12492807518
1463,176599.1424177657
1464,200913.62312220884
1465,162259.87767318878
1466,180167.90029178144
1468,176599.1424177657
1469,170473.47130663643
1470,128239.8595336349
1471,158203.57690995667
1472,125896.88019090277
1473,126251.65649752296
1474,154737.3323903108
1475,129371.58341911048
1476,375134.5921367143
1477,251108.72255465126
1478,337452.8996239995
1479,337452.8996239995
1480,513031.69611111115
1481,307446.7800183071
1482,222114.2354740911
1483,200913.62312220884
1484,203171.93086298293
1485,200913.62312220884
1486,200913.62312220884
1487,332761.2199520418
1488,210840.5274122912
1489,206149.26414969625
1490,206149.26414969625
1491,200913.62312220884
1492,97378.03025658739
1493,219709.0190273283
1494,244591.250159796
1495,246180.56820656089
1496,206149.26414969625
1497,203890.95640892215
1498,162259.87767318878
1499,158203.57690995667
1500,198825.6014553207
1503,263197.3786066448
1504,212832.76384444596
1505,206149.26414969625
1507,183198.9907799753
1509,144811.0423173698
1510,167270.702734612
1511,142381.0780945644
1512,176674.80393047247
1515,152433.12492807518
1516,142205.95843510184
1517,164652.60376156963
1518,139887.6170909609
1519,200913.62312220884
1521,139268.16975468496
1522,156033.0339036081
1523,120908.31242342599
1524,120628.0917915445
1525,122597.14710247188
1526,122132.73621271236
1527,121364.84323610552
1528,127519.00624613817
1529,130454.50965854817
1530,159627.6604674945
1531,140128.7285975255
1533,130611.82847911732
1534,126286.70237977181
1535,136998.0893992426
1537,83201.86436943279
1538,145114.97681197283
1539,163661.8223878942
1541,127865.93550183014
1542,128444.49543532736
1544,93786.61771548536
1545,113860.15494521886
1546,128444.49543532736
1547,130855.05080260352
1548,120529.23601806679
1549,126286.70237977181
1550,126286.70237977181
1551,116873.33231539105
1552,139640.6769445533
1554,131131.88309768686
1555,185094.25175906328
1556,101313.97665959713
1558,128953.39117370301
1560,116846.01909722337
1562,135133.20533815416
1563,126270.80422270752
1565,160093.42460695194
1567,101299.49095597255
1569,141361.03246389184
1570,137102.26064908152
1571,130706.75719253083
1572,137102.26064908152
1573,236546.8626447591
1575,274510.7751092059
1576,242749.5049465603
1577,200913.62312220884
1578,136998.0893992426
1579,136619.45617552075
1581,170473.47130663643
1582,124971.39100171355
1583,297132.7787795683
1584,200913.62312220884
1586,97391.32105761065
1587,123739.08713534719
1588,149661.9011247919
1589,107941.6662387223
1590,128239.8595336349
1592,129379.52461275097
1596,193923.23493501786
1597,161127.30395649615
1598,180655.4431809978
1599,170473.47130663643
1600,170473.47130663643
1601,83201.86436943279
1602,121364.84323610552
1603,87898.34139253723
1604,313236.22959850606
1605,200913.62312220884
1606,143142.80245236482
1608,243261.55276773553
